movie,genre
96160,7
96176,7
96176,13
96179,7
96181,7
96181,16
96193,1
96193,14
96195,7
96197,7
96197,15
96214,10
96214,15
96216,8
96227,5
96227,7
96239,4
96239,10
96246,0
96246,7
96246,16
96250,0
96252,6
96255,8
96257,7
96259,7
96259,11
96259,13
96264,6
96275,4
96275,7
96279,0
96279,7
96281,1
96281,2
96281,4
96283,4
96290,7
96292,7
96298,4
96298,14
96302,0
96304,7
96306,4
96314,4
96314,7
96314,13
96316,7
96337,7
96367,0
96367,4
96367,13
96373,7
96407,7
96411,6
96413,7
96415,4
96415,7
96415,10
96415,14
96417,0
96417,15
96419,7
96419,13
96421,4
96421,7
96421,13
96423,4
96423,10
96432,5
96432,7
96435,4
96435,7
96435,15
96448,4
96448,10
96451,7
96451,13
96456,10
96456,15
96467,4
96467,7
96471,5
96471,7
96471,12
96473,7
96473,12
96481,6
96486,5
96486,7
96486,12
96486,15
96488,6
96501,4
96501,7
96512,6
96514,7
96516,6
96518,7
96518,15
96520,7
96520,12
96524,1
96524,6
96524,7
96530,4
96530,13
96532,6
96535,4
96535,13
96537,7
96537,15
96543,0
96543,17
96563,6
96565,4
96569,7
96569,13
96571,4
96571,7
96574,7
96578,4
96585,4
96588,4
96588,11
96592,4
96592,7
96592,13
96594,7
96596,0
96596,7
96596,12
96596,14
96606,6
96610,0
96610,5
96610,14
96612,7
96612,15
96616,4
96621,2
96621,8
96629,0
96629,1
96629,8
96631,0
96631,1
96631,4
96631,8
96634,10
96634,15
96638,6
96640,7
96640,13
96642,7
96642,13
96644,7
96655,4
96655,7
96655,14
96664,4
96664,7
96667,6
96679,2
96679,4
96679,7
96687,4
96689,1
96689,4
96691,0
96691,10
96691,14
96693,7
96695,5
96695,15
96700,7
96702,7
96704,7
96706,17
96710,7
96710,13
96722,1
96722,4
96722,7
96724,6
96726,4
96726,13
96730,1
96730,4
96730,14
96730,17
96737,0
96737,14
96739,7
96751,7
96751,15
96753,4
96753,7
96755,4
96755,13
96759,4
96759,13
96762,6
96773,4
96792,1
96792,4
96792,8
96792,11
96792,13
96794,10
96796,6
96796,7
96796,16
96799,4
96801,5
96801,15
96805,13
96805,15
96807,15
96811,5
96811,7
96811,15
96815,10
96815,15
96817,6
96832,7
96832,8
96832,11
96832,12
96832,14
96834,6
96836,4
96836,7
96842,6
96849,7
96849,11
96853,4
96853,5
96853,7
96857,7
96857,12
96857,15
96861,0
96861,5
96861,7
96861,15
96865,6
96868,6
96872,4
96872,13
96897,2
96903,7
96903,8
96903,12
96907,7
96917,10
96917,15
96921,10
96933,7
96933,8
96935,4
96935,8
96935,13
96941,6
96945,4
96945,7
96945,13
96947,7
96950,7
96952,6
96954,4
96954,16
96960,14
96962,4
96962,7
96966,7
96966,13
96975,4
96975,7
96975,13
96983,0
96983,7
96983,13
96993,7
97002,6
97002,11
97005,4
97005,13
97024,7
97024,13
97026,4
97026,7
97029,10
97029,14
97037,7
97037,12
97042,0
97042,7
97042,13
97046,4
97046,10
97051,10
97051,15
97057,1
97057,6
97057,7
97059,6
97059,7
97061,7
97061,11
97065,4
97065,7
97065,8
97065,10
97070,7
97070,11
97070,13
97073,0
97073,5
97092,6
97096,6
97115,6
97119,6
97124,6
97132,6
97134,6
97139,10
97139,13
97148,6
97153,7
97153,13
97161,7
97163,7
97168,6
97172,2
97172,4
97172,10
97175,6
97175,10
97177,4
97184,7
97186,6
97188,10
97188,15
97196,0
97196,5
97196,7
97200,5
97200,7
97200,12
97200,15
97220,7
97225,2
97225,4
97227,6
97234,6
97236,6
97238,6
97242,1
97242,14
97244,4
97246,12
97250,7
97250,12
97252,4
97252,7
97254,7
97256,4
97256,13
97280,0
97280,7
97280,8
97283,4
97283,10
97285,0
97285,5
97285,12
97302,2
97302,8
97304,7
97304,15
97306,4
97306,5
97308,7
97311,4
97324,7
97324,12
97324,14
97326,5
97326,7
97328,4
97328,7
97334,5
97334,7
97334,15
97382,6
97384,0
97384,10
97384,14
97386,7
97390,4
97395,6
97397,6
97401,4
97401,14
97423,7
97423,15
97455,6
97462,2
97462,4
97466,6
97468,4
97468,14
97470,0
97470,7
97470,15
97536,4
97538,7
97544,6
97548,6
97593,7
97593,10
97593,15
97595,6
97615,4
97615,7
97639,6
97643,10
97643,15
97646,7
97646,16
97660,7
97662,4
97662,7
97665,1
97665,4
97667,7
97667,12
97670,7
97673,6
97680,6
97685,4
97685,11
97688,7
97692,6
97697,5
97697,7
97697,15
97699,7
97699,13
97701,10
97703,7
97705,4
97707,4
97707,7
97709,0
97709,8
97709,14
97722,10
97722,15
97732,1
97742,0
97742,5
97742,12
97742,15
97752,7
97752,14
97757,0
97757,1
97757,4
97757,6
97757,8
97759,6
97765,6
97768,7
97768,16
97775,6
97779,6
97785,10
97785,12
97785,15
97792,10
97797,7
97797,13
97799,7
97801,4
97806,7
97815,6
97817,6
97819,5
97819,7
97819,9
97819,15
97828,7
97832,7
97834,1
97834,6
97836,0
97836,4
97853,0
97853,5
97853,15
97855,0
97858,4
97858,7
97860,5
97860,7
97860,15
97872,4
97878,7
97878,13
97878,16
97882,10
97884,7
97884,16
97886,4
97886,7
97886,13
97895,7
97904,4
97904,7
97906,4
97913,2
97913,4
97915,4
97917,0
97917,15
97919,0
97919,7
97919,15
97921,4
97921,7
97923,7
97933,6
97936,7
97938,1
97938,7
97955,6
97957,5
97957,7
97957,10
97957,15
97966,0
97966,10
97966,15
97968,0
97968,10
97968,14
97968,17
97971,4
97971,10
97984,7
97984,15
97986,7
97994,7
98000,4
98000,13
98004,7
98004,15
98007,7
98015,7
98015,10
98015,13
98019,0
98019,2
98019,14
98022,0
98022,5
98022,15
98030,0
98030,7
98030,14
98032,1
98045,4
98045,7
98052,7
98052,13
98054,0
98054,5
98054,15
98056,7
98056,13
98059,6
98061,5
98061,7
98065,6
98069,0
98069,7
98072,0
98072,5
98072,7
98078,10
98078,15
98087,4
98087,10
98107,7
98109,7
98109,10
98109,15
98111,7
98111,12
98111,13
98114,10
98116,0
98116,1
98116,8
98122,6
98126,7
98131,4
98131,7
98131,13
98140,4
98140,7
98140,13
98142,7
98151,4
98154,7
98154,16
98160,4
98162,7
98167,10
98167,15
98169,15
98175,4
98175,10
98175,13
98183,5
98183,7
98183,15
98191,4
98191,5
98191,7
98191,13
98198,4
98198,7
98211,6
98217,4
98228,7
98230,4
98230,7
98230,13
98237,4
98237,7
98239,0
98239,16
98241,7
98241,8
98243,1
98243,2
98243,8
98251,7
98253,0
98253,1
98253,7
98253,16
98261,7
98261,12
98261,15
98271,7
98277,4
98284,1
98284,13
98284,16
98286,5
98286,12
98286,15
98288,0
98288,7
98288,13
98288,16
98294,7
98296,5
98296,7
98296,15
98298,7
98304,7
98313,4
98313,11
98323,4
98323,11
98328,7
98339,6
98344,4
98344,11
98344,13
98346,4
98346,11
98348,4
98348,5
98348,13
98353,6
98358,0
98358,1
98358,2
98358,14
98361,7
98361,8
98361,15
98373,11
98378,4
98378,13
98381,10
98385,0
98385,4
98385,8
98387,6
98394,5
98394,7
98394,12
98394,15
98398,7
98398,13
98400,8
98400,11
98402,5
98402,15
98437,4
98437,7
98437,13
98439,4
98439,13
98441,4
98441,7
98441,11
98443,6
98456,4
98456,7
98458,4
98458,7
98464,0
98464,7
98469,0
98475,4
98475,5
98477,4
98477,7
98485,7
98485,15
98491,2
98491,4
98491,13
98493,0
98493,7
98497,0
98501,0
98501,7
98503,0
98503,4
98507,4
98507,7
98509,4
98511,1
98511,2
98518,5
98518,7
98518,13
98520,6
98552,4
98552,11
98558,0
98558,1
98558,4
98558,5
98558,15
98558,16
98560,0
98566,10
98566,15
98581,7
98583,6
98583,11
98585,7
98587,7
98589,0
98589,14
98591,0
98591,4
98591,16
98593,6
98595,4
98595,7
98601,15
98604,2
98604,7
98604,13
98607,0
98607,2
98607,14
98609,4
98609,13
98611,4
98611,11
98613,4
98613,7
98613,13
98617,6
98621,1
98621,2
98621,14
98623,0
98623,4
98623,5
98629,7
98633,0
98633,4
98636,0
98636,4
98643,4
98695,2
98695,14
98755,0
98755,1
98755,7
98755,16
98757,0
98757,4
98766,4
98766,6
98766,11
98768,7
98768,10
98768,15
98783,0
98786,1
98786,8
98788,7
98788,13
98788,17
98797,7
98803,7
98803,11
98805,7
98807,4
98815,6
98819,6
98823,0
98836,4
98836,7
98838,4
98840,6
98842,4
98845,7
98850,0
98854,0
98854,4
98859,4
98913,7
98922,0
98922,7
98924,7
98927,6
98929,6
98933,7
98933,13
98956,4
98956,7
98956,13
98958,6
98961,0
98961,7
98961,15
98963,7
98963,15
98973,6
98975,10
98975,14
98975,15
98983,0
98983,1
98983,5
98983,12
98983,13
98989,0
98989,14
98989,15
98991,4
98996,6
99007,4
99007,10
99007,13
99020,6
99022,7
99024,10
99024,15
99028,4
99028,13
99030,4
99030,7
99041,7
99043,7
99045,7
99047,10
99047,15
99061,7
99061,12
99061,15
99068,15
99085,4
99085,7
99085,13
99087,4
99087,13
99089,1
99089,11
99089,13
99091,0
99110,4
99110,13
99112,0
99112,5
99112,15
99114,0
99114,7
99114,17
99117,7
99122,4
99122,10
99124,10
99143,8
99171,7
99178,4
99178,7
99182,1
99182,7
99182,10
99191,10
99210,0
99210,1
99210,17
99217,7
99220,4
99220,7
99222,10
99251,4
99251,5
99258,4
99258,14
99260,15
99270,4
99270,11
99273,1
99273,11
99276,7
99279,7
99287,4
99289,7
99305,6
99308,7
99314,7
99327,10
99337,15
99343,7
99345,6
99351,1
99351,14
99364,4
99364,7
99367,4
99367,13
99371,4
99371,11
99371,13
99373,7
99373,13
99384,4
99387,7
99387,14
99395,14
99397,7
99397,12
99397,14
99402,2
99402,5
99402,16
99413,4
99413,10
99415,4
99417,6
99434,5
99434,7
99437,4
99437,8
99437,10
99439,6
99441,6
99444,9
99446,6
99452,6
99478,0
99478,4
99487,15
99489,6
99493,11
99497,7
99499,0
99499,1
99499,7
99513,6
99515,7
99515,16
99517,7
99519,4
99525,0
99525,1
99530,0
99530,7
99537,7
99537,14
99539,7
99539,10
99549,6
99570,6
99574,7
99591,7
99591,13
99594,5
99594,15
99596,7
99596,14
99598,4
99602,7
99602,13
99607,4
99611,4
99613,7
99615,7
99636,4
99636,7
99638,4
99640,4
99642,1
99642,2
99642,4
99644,7
99644,11
99665,7
99665,8
99665,13
99667,4
99667,13
99669,10
99671,4
99673,7
99675,7
99677,6
99691,4
99691,7
99695,5
99695,7
99699,4
99699,7
99717,7
99721,10
99721,12
99721,15
99724,5
99724,7
99726,4
99726,7
99728,0
99728,5
99728,7
99731,0
99731,4
99731,7
99731,11
99731,13
99735,4
99735,7
99758,0
99760,6
99764,2
99764,4
99764,7
99764,8
99764,14
99768,4
99768,13
99792,5
99792,7
99792,15
99795,6
99798,7
99807,6
99807,7
99811,6
99815,5
99815,7
99815,15
99820,2
99822,2
99826,5
99826,6
99839,4
99839,6
99839,11
99841,5
99841,7
99843,6
99846,6
99848,6
99850,1
99850,7
99850,13
99850,17
99853,4
99853,13
99853,14
99866,7
99866,15
99889,6
99893,7
99893,15
99895,0
99895,1
99895,7
99901,0
99901,4
99901,14
99904,0
99904,4
99906,7
99906,13
99912,10
99917,13
99917,14
99917,15
99919,4
99919,13
99922,7
99925,6
99939,6
99941,5
99941,7
99941,15
99946,7
99946,10
99957,5
99957,7
99957,15
99960,6
99964,5
99964,15
99968,7
99970,0
99986,6
99989,7
99992,5
99992,7
99992,15
99996,4
99996,7
99999,4
99999,17
100003,4
100015,5
100015,7
100015,15
100017,7
100032,6
100034,6
100036,6
100036,11
100038,7
100038,13
100044,6
100046,6
100048,5
100048,7
100052,7
100054,7
100056,15
100058,4
100060,7
100062,0
100062,7
100062,16
100070,4
100072,6
100075,5
100075,7
100075,10
100077,5
100077,7
100077,13
100081,4
100083,4
100087,10
100091,7
100091,16
100099,6
100101,7
100103,7
100108,5
100108,15
100131,4
100145,6
100157,4
100157,7
100159,4
100161,4
100163,0
100163,8
100163,10
100167,6
100169,6
100173,14
100183,6
100185,7
100194,4
100196,6
100196,11
100200,4
100200,16
100203,4
100203,7
100203,13
100205,0
100205,1
100205,10
100246,6
100248,4
100248,10
100248,13
100253,4
100253,7
100255,4
100257,4
100259,7
100259,16
100264,7
100270,7
100270,13
100272,7
100275,7
100277,7
100277,13
100287,6
100291,6
100291,7
100294,4
100302,7
100302,13
100302,14
100308,7
100315,4
100315,7
100315,13
100324,7
100326,4
100326,5
100328,4
100330,7
100334,7
100336,7
100344,7
100347,4
100365,6
100370,7
100372,7
100383,5
100383,7
100383,12
100383,15
100385,7
100387,7
100387,13
100390,4
100390,5
100395,7
100401,4
100401,13
100404,5
100404,7
100406,6
100415,7
100419,0
100419,10
100421,7
100440,7
100440,15
100440,16
100442,4
100442,5
100442,7
100446,1
100446,12
100457,0
100457,1
100457,15
100463,4
100463,7
100463,13
100465,4
100465,11
100469,0
100469,1
100485,4
100485,7
100485,13
100487,7
100487,8
100487,13
100490,1
100490,7
100492,0
100492,1
100492,4
100492,16
100496,4
100496,7
100503,7
100505,0
100505,1
100505,17
100507,4
100509,2
100513,6
100515,7
100515,16
100519,6
100521,5
100521,6
100527,7
100527,12
100527,13
100529,7
100540,6
100567,6
100570,0
100570,15
100574,16
100579,0
100579,14
100579,15
100581,6
100583,6
100588,4
100595,7
100595,12
100595,15
100611,1
100611,2
100611,4
100611,14
100613,7
100642,4
100642,7
100642,13
100647,6
100653,6
100714,7
100714,13
100719,6
100721,10
100725,6
100727,7
100737,0
100737,7
100737,15
100739,7
100741,7
100743,5
100743,15
100745,6
100799,6
100810,10
100810,14
100810,15
100823,7
100836,4
100836,7
100838,6
100843,4
100843,7
100882,1
100882,4
100882,8
100882,13
100884,6
100904,5
100904,7
100904,12
100906,0
100906,10
100906,15
100942,13
100942,17
100946,5
100946,7
101018,4
101018,7
101018,13
101022,10
101022,12
101025,1
101025,8
101058,4
101062,6
101064,0
101064,13
101064,16
101070,7
101076,0
101076,1
101076,14
101076,15
101079,7
101079,13
101086,4
101086,7
101088,7
101088,12
101088,15
101097,15
101106,6
101112,0
101112,1
101112,8
101123,10
101127,2
101127,4
101127,14
101133,6
101137,0
101137,5
101137,7
101137,13
101137,15
101156,7
101156,13
101158,6
101160,6
101162,6
101168,4
101176,6
101178,0
101180,0
101180,1
101180,8
101186,4
101188,6
101207,7
101207,16
101214,1
101214,7
101214,16
101216,6
101218,6
101220,6
101224,7
101224,13
101226,5
101226,12
101229,4
101237,6
101239,7
101239,11
101239,13
101243,7
101243,13
101245,5
101245,6
101247,7
101247,17
101258,7
101260,4
101260,11
101262,4
101264,4
101264,7
101273,10
101273,15
101281,4
101281,13
101285,4
101285,5
101285,7
101289,4
101289,7
101289,14
101294,4
101294,7
101294,13
101296,4
101307,7
101319,16
101329,6
101335,1
101335,5
101335,6
101339,10
101350,7
101350,13
101352,6
101355,0
101355,8
101355,14
101362,0
101362,15
101371,0
101371,1
101371,4
101371,8
101371,10
101371,14
101375,7
101379,4
101381,6
101381,7
101400,7
101400,16
101402,7
101402,13
101402,17
101405,6
101409,4
101409,7
101413,7
101425,7
101425,11
101428,7
101428,15
101433,7
101444,6
101448,4
101456,10
101456,15
101466,5
101466,7
101466,15
101470,4
101470,13
101476,4
101485,7
101487,15
101489,0
101489,7
101489,15
101498,4
101498,7
101498,12
101498,15
101505,4
101505,13
101510,0
101510,1
101510,4
101527,0
101527,7
101527,16
101531,7
101536,1
101536,7
101581,7
101585,4
101612,4
101612,13
101614,7
101614,14
101627,7
101627,15
101640,0
101640,5
101640,11
101646,7
101650,6
101653,0
101653,1
101653,8
101653,13
101662,5
101662,7
101662,15
101664,7
101670,2
101670,8
101674,10
101680,4
101680,11
101682,7
101685,6
101687,5
101687,7
101689,6
101692,7
101692,13
101692,16
101695,7
101703,7
101706,7
101706,11
101708,0
101708,2
101708,14
101710,4
101710,5
101710,7
101715,0
101715,5
101715,7
101715,15
101719,0
101719,1
101719,8
101719,14
101726,1
101726,4
101728,1
101728,4
101728,8
101730,7
101732,4
101732,7
101732,13
101739,10
101741,5
101741,15
101754,6
101756,4
101761,0
101761,1
101761,5
101761,15
101763,4
101770,4
101770,7
101782,6
101799,1
101799,4
101799,6
101803,4
101803,13
101823,4
101823,5
101825,7
101827,4
101833,4
101833,6
101835,4
101835,7
101835,13
101844,6
101846,6
101848,6
101850,5
101850,6
101855,6
101857,6
101862,6
101864,0
101864,1
101864,14
101878,7
101878,14
101880,7
101884,1
101884,7
101884,15
101887,4
101887,7
101891,6
101893,7
101893,13
101895,7
101904,6
101904,7
101918,6
101920,7
101938,1
101938,13
101938,17
101940,6
101942,4
101942,7
101942,13
101944,6
101947,6
101950,4
101950,7
101950,13
101950,16
101954,4
101954,7
101957,4
101962,2
101962,8
101964,6
101967,1
101967,14
101969,6
101971,6
101973,7
101973,15
101975,4
101979,4
101989,10
101989,14
101997,4
101999,7
102005,7
102012,7
102025,10
102025,14
102028,6
102033,0
102033,4
102033,5
102037,4
102049,4
102064,7
102066,10
102066,15
102070,4
102070,10
102070,14
102080,7
102082,7
102082,11
102093,4
102093,5
102093,7
102109,4
102109,7
102109,8
102111,6
102113,4
102113,10
102113,14
102115,8
102115,13
102119,7
102119,9
102119,12
102119,13
102119,14
102123,0
102123,4
102125,0
102125,14
102125,15
102131,7
102133,1
102133,6
102135,0
102152,4
102152,7
102156,1
102156,14
102156,15
102158,7
102158,13
102171,7
102171,13
102174,1
102174,7
102180,1
102180,4
102188,0
102188,7
102188,16
102194,1
102194,5
102194,7
102199,6
102219,0
102219,1
102219,8
102235,6
102235,16
102245,4
102245,5
102245,7
102248,1
102248,4
102248,8
102263,10
102273,0
102273,15
102286,4
102286,7
102292,4
102292,11
102297,7
102303,4
102303,7
102325,7
102327,6
102354,7
102356,5
102356,12
102356,15
102378,4
102378,7
102399,12
102411,7
102411,10
102411,15
102413,6
102415,4
102415,7
102417,7
102421,7
102425,0
102425,1
102425,10
102425,14
102425,15
102445,0
102445,1
102445,14
102469,7
102469,12
102483,7
102485,6
102495,6
102517,0
102517,1
102517,7
102521,4
102523,1
102526,6
102535,7
102544,0
102544,4
102544,7
102557,10
102557,13
102557,15
102588,6
102590,6
102590,8
102596,6
102596,7
102602,4
102606,7
102662,0
102662,16
102664,4
102664,11
102664,13
102666,1
102666,4
102672,6
102682,8
102682,10
102684,7
102684,15
102688,6
102688,16
102720,1
102720,2
102720,8
102742,6
102744,5
102744,7
102744,12
102751,6
102760,4
102760,5
102760,7
102765,7
102794,0
102794,2
102794,4
102794,8
102796,7
102796,13
102800,4
102800,7
102804,0
102804,7
102804,16
102807,4
102807,7
102817,10
102817,14
102819,7
102821,6
102821,7
102823,6
102828,10
102830,5
102830,7
102830,12
102845,5
102845,7
102854,10
102854,15
102856,7
102860,6
102868,7
102868,11
102870,7
102876,6
102880,0
102880,1
102880,14
102893,7
102895,7
102899,10
102901,4
102903,5
102903,12
102903,15
102905,7
102917,6
102917,16
102941,0
102941,7
102941,16
102951,6
102953,4
102953,13
102956,4
102956,13
102963,4
102965,0
102965,7
102965,16
102974,4
102974,7
102974,13
102976,6
102980,11
102986,7
102991,7
102991,10
102991,15
102995,7
102997,7
103003,6
103006,4
103006,5
103006,7
103008,10
103017,12
103017,15
103027,4
103027,7
103027,13
103030,7
103036,7
103040,4
103042,0
103042,1
103042,8
103042,14
103044,4
103050,4
103050,7
103050,13
103052,13
103055,4
103057,7
103059,7
103071,7
103085,4
103085,8
103087,7
103089,1
103089,4
103089,6
103091,6
103101,7
103105,0
103105,10
103105,14
103107,6
103112,4
103112,7
103114,4
103120,1
103120,4
103130,10
103135,4
103141,1
103141,2
103141,4
103171,4
103175,6
103177,7
103177,13
103182,7
103186,10
103186,13
103190,1
103190,2
103190,8
103203,5
103203,7
103210,0
103210,1
103210,2
103219,10
103219,15
103221,4
103221,13
103228,0
103228,1
103228,14
103237,4
103237,7
103243,7
103245,4
103245,7
103245,13
103249,0
103249,7
103249,10
103253,0
103253,7
103253,14
103255,6
103255,16
103259,0
103259,4
103259,5
103266,5
103266,7
103266,12
103269,7
103271,6
103271,11
103273,10
103275,6
103279,7
103282,0
103282,1
103282,8
103286,4
103296,6
103299,10
103299,15
103303,0
103303,4
103303,7
103306,14
103306,15
103315,7
103315,8
103315,12
103315,15
103317,7
103328,10
103333,4
103335,2
103335,4
103339,0
103339,7
103339,15
103343,4
103363,15
103366,0
103366,5
103366,15
103374,4
103374,10
103374,15
103380,4
103380,7
103388,6
103418,7
103420,4
103420,5
103420,13
103424,7
103424,8
103444,6
103446,10
103449,5
103449,7
103449,12
103449,15
103452,6
103460,4
103460,10
103474,6
103483,10
103483,15
103489,14
103489,15
103506,0
103506,4
103506,5
103517,0
103517,17
103521,6
103523,4
103525,0
103534,4
103534,13
103536,4
103536,11
103539,4
103539,7
103539,13
103541,4
103541,7
103557,6
103561,6
103563,6
103567,4
103570,17
103576,4
103576,8
103576,11
103604,4
103604,7
103606,4
103606,7
103606,13
103611,6
103614,4
103621,10
103621,14
103624,7
103626,4
103629,4
103629,7
103631,7
103633,6
103635,6
103637,17
103639,7
103641,0
103641,15
103651,0
103651,4
103651,7
103651,8
103651,14
103653,4
103653,8
103653,10
103655,0
103655,4
103655,8
103661,7
103663,5
103663,7
103663,12
103665,0
103665,7
103671,4
103673,6
103676,6
103683,7
103690,7
103690,12
103692,7
103721,7
103721,14
103736,7
103736,15
103743,4
103743,17
103751,6
103755,1
103755,2
103755,4
103755,8
103779,7
103779,13
103784,6
103787,17
103790,6
103792,6
103801,4
103801,7
103801,13
103806,7
103810,0
103810,4
103810,5
103810,15
103819,4
103825,15
103827,7
103829,4
103829,7
103831,7
103836,7
103840,7
103842,7
103846,6
103849,15
103851,4
103863,4
103865,4
103865,7
103867,12
103867,13
103867,15
103869,1
103869,10
103869,14
103871,6
103875,6
103877,6
103883,0
103883,4
103883,5
103908,6
103910,7
103912,1
103912,7
103912,10
103923,4
103923,7
103935,6
103935,7
103935,16
103966,1
103966,4
103966,7
103968,4
103968,13
103970,4
103970,13
103974,6
103978,7
103980,7
103982,0
103982,10
103982,14
103994,6
104000,4
104000,14
104002,4
104011,4
104011,13
104013,0
104013,4
104015,0
104015,4
104026,4
104026,7
104028,5
104028,9
104028,15
104031,4
104031,7
104035,10
104039,14
104050,0
104050,4
104050,12
104059,4
104061,6
104064,5
104064,7
104066,6
104072,1
104072,7
104072,13
104074,1
104074,8
104078,4
104085,0
104085,10
104085,14
104089,4
104097,2
104097,8
104099,0
104099,2
104099,5
104123,4
104132,10
104137,4
104137,7
104153,5
104153,10
104153,14
104155,4
104175,0
104175,15
104177,6
104211,4
104211,5
104213,4
104218,4
104224,6
104226,4
104226,11
104226,13
104231,5
104239,6
104241,0
104241,4
104241,5
104243,0
104243,14
104243,15
104245,1
104245,2
104245,4
104249,5
104249,7
104249,12
104249,15
104261,7
104264,4
104266,6
104270,10
104272,6
104274,7
104274,15
104294,0
104294,1
104303,7
104309,6
104314,6
104317,4
104321,7
104335,1
104335,8
104337,7
104339,4
104345,7
104345,16
104350,6
104352,6
104356,7
104361,7
104374,7
104374,8
104374,13
104376,6
104376,7
104376,15
104379,0
104379,1
104379,4
104386,10
104388,10
104390,7
104392,10
104392,12
104392,15
104406,7
104431,12
104431,15
104451,4
104451,7
104451,15
104457,10
104457,15
104464,4
104464,7
104472,13
104504,15
104506,7
104506,13
104508,4
104508,7
104508,13
104513,10
104518,0
104518,7
104524,4
104524,5
104524,13
104526,7
104542,7
104546,4
104552,10
104552,12
104552,14
104552,15
104561,10
104561,14
104563,1
104563,4
104563,13
104583,0
104583,2
104583,5
104590,7
104604,7
104606,0
104606,1
104606,5
104606,16
104608,10
104610,10
104610,14
104610,15
104625,7
104627,7
104629,0
104629,1
104631,7
104631,13
104636,6
104642,15
104642,16
104656,0
104656,13
104656,17
104671,10
104671,13
104671,15
104675,7
104698,10
104712,4
104712,7
104723,4
104726,6
104728,6
104731,4
104731,5
104731,12
104736,5
104736,7
104736,12
104741,7
104743,4
104757,6
104760,0
104760,5
104774,7
104778,7
104778,17
104795,12
104795,13
104795,17
104807,6
104809,5
104809,10
104809,12
104815,0
104815,13
104815,17
104817,17
104823,7
104823,11
104837,0
104837,5
104839,7
104841,0
104841,14
104843,4
104843,7
104847,4
104847,13
104849,7
104849,15
104863,4
104863,7
104863,13
104870,0
104870,14
104879,7
104879,12
104879,15
104903,7
104903,11
104906,4
104906,13
104908,10
104908,15
104913,0
104913,7
104920,4
104920,7
104923,7
104936,6
104944,7
104947,7
104947,15
104954,4
104954,13
104959,7
104959,13
104961,0
104961,7
104961,17
104975,6
104984,14
104996,7
104996,15
104998,7
105028,7
105032,4
105040,7
105040,14
105040,15
105047,10
105057,7
105073,5
105073,7
105079,17
105081,4
105084,4
105084,7
105084,13
105086,11
105117,4
105117,13
105119,4
105121,0
105121,7
105121,16
105128,6
105142,0
105142,4
105142,17
105144,0
105144,7
105147,0
105147,1
105147,4
105147,8
105157,4
105157,13
105159,7
105165,14
105176,10
105176,15
105178,14
105193,7
105197,1
105197,7
105204,10
105206,0
105206,10
105206,15
105211,4
105211,7
105211,13
105213,4
105213,7
105213,13
105215,6
105217,1
105217,2
105217,4
105223,17
105227,6
105236,0
105236,1
105236,8
105238,7
105242,1
105242,4
105242,15
105244,6
105246,7
105246,8
105252,0
105252,1
105252,8
105254,1
105254,4
105266,6
105279,4
105279,5
105279,12
105279,13
105288,5
105288,15
105290,5
105290,15
105292,0
105292,15
105296,7
105296,15
105299,6
105302,5
105302,7
105302,15
105304,7
105314,0
105314,1
105314,8
105314,11
105314,13
105320,0
105320,17
105338,0
105338,4
105338,7
105338,15
105340,4
105340,7
105343,5
105343,7
105343,15
105345,7
105351,5
105351,7
105351,15
105355,7
105355,13
105357,7
105359,7
105364,0
105364,7
105366,0
105366,7
105368,0
105368,4
105368,7
105382,7
105404,7
105406,5
105406,7
105406,9
105406,15
105410,0
105410,5
105410,15
105412,6
105414,4
105414,7
105416,7
105416,16
105420,7
105423,7
105429,6
105439,0
105439,7
105444,7
105444,17
105448,7
105450,14
105450,17
105453,0
105453,7
105455,10
105465,1
105465,8
105465,11
105468,2
105468,4
105468,8
105470,0
105474,4
105474,7
105474,11
105477,5
105477,7
105477,12
105484,4
105484,5
105484,12
105490,4
105490,7
105492,5
105492,7
105492,15
105504,1
105504,7
105504,15
105533,12
105533,13
105533,15
105542,7
105560,7
105560,12
105560,15
105565,7
105565,11
105571,7
105575,7
105585,0
105585,5
105585,15
105589,4
105589,13
105591,6
105593,4
105593,5
105593,7
105595,4
105595,7
105597,7
105597,13
105599,0
105599,1
105599,8
105599,11
105601,12
105612,5
105612,7
105618,4
105618,17
105620,4
105628,5
105628,7
105653,0
105653,12
105653,15
105659,7
105665,4
105665,7
105665,13
105703,7
105709,5
105709,7
105709,13
105713,4
105715,4
105715,13
105717,4
105717,7
105731,7
105731,10
105753,4
105753,7
105765,6
105772,10
105778,4
105778,13
105796,0
105796,7
105796,17
105801,7
105801,8
105801,10
105803,0
105803,7
105803,14
105805,6
105805,16
105811,0
105811,14
105813,0
105813,14
105815,10
105815,15
105821,10
105825,7
105825,13
105827,0
105827,8
105827,14
105837,0
105837,14
105839,0
105839,7
105839,15
105841,4
105841,13
105844,7
105846,7
105863,7
105869,5
105869,7
105869,13
105869,15
105884,4
105884,7
105884,15
105886,7
105886,16
105888,6
105901,7
105901,13
105906,6
105915,6
105918,6
105926,10
105936,0
105936,14
105938,0
105938,7
105938,14
105943,6
105950,7
105952,6
105954,0
105954,1
105954,7
105959,12
105959,15
105961,0
105961,8
105963,0
105963,8
105963,14
105974,0
105974,1
105974,5
105974,7
105974,15
105976,4
105985,6
106002,0
106002,1
106002,14
106004,5
106004,10
106004,12
106004,13
106004,15
