id,title,year,rating,popularity
88835,Glee: The 3D Concert Movie,2011,2.2212,57
88839,Anthony Zimmer,2005,3.24088,41
88855,Szuler,1994,
88857,Just Imagine,1930,1.31607,4
88879,Gantz,2011,2.73944,71
88886,Blues Harp,1998,2.73709,8
88889,From Beijing with Love,1994,3.20309,33
88897,Ghetto Physics,2010,
88899,Vision (Vision - Aus dem Leben der Hildegard von Bingen),2009,3.6429,10
88911,My Afternoons with Margueritte (La tête en friche),2010,3.65346,79
88925,Soloalbum,2003,2.76859,10
88932,Final Destination 5,2011,2.508,644
88959,Michael the Brave (Mihai Viteazul),1971,3.55399,5
88961,Missile to the Moon,1958,1.95743,3
88971,Mr. Moto Takes a Chance,1938,3.00351,7
88973,Mysterious Mr. Moto,1938,3.30908,11
88975,Where Are the Dreams of Youth? (Seishun no yume imaizuko),1932,3.06389,5
88989,Kairat,1992,3.43979,4
88991,Queen to Play (Joueuse),2009,3.29686,29
89000,Carancho,2010,3.27987,59
89002,Spy Kids: All the Time in the World in 4D,2011,1.50151,237
89007,Recollections of the Yellow House (Recordações da Casa Amarela),1989,3.76952,9
89010,Super 8 Stories,2001,2.789,5
89014,Passing Fancy (Dekigokoro),1933,3.47304,8
89018,Miranda,1948,3.68011,5
89021,Elvira Madigan,1967,2.82358,21
89023,Forest (Rengeteg),2003,3.63424,3
89025,Evil - In the Time of Heroes (To kako - Stin epohi ton iroon),2009,2.49069,10
89028,Don't Be Afraid of the Dark,2010,2.69277,212
89030,Fright Night,2011,2.93653,729
89039,Another Earth,2011,3.37188,1106
89047,Hesher,2010,3.35313,407
89054,Bolivia,2001,2.56603,9
89056,Company: Original Cast Album,1970,4.064,9
89060,Cold Prey (Fritt Vilt),2006,2.96182,85
89069,American Boy: A Profile of: Steven Prince,1978,2.95865,14
89072,Stake Land,2010,3.25908,271
89087,Colombiana,2011,3.03471,761
89090,Bill Cunningham New York,2011,3.7214,169
89102,Freakonomics,2010,3.2692,171
89104,Puzzlehead,2005,3.16764,7
89116,Tight Spot,1955,2.98795,7
89126,Messengers 2: The Scarecrow,2009,1.59811,14
89133,Boys (Drenge),1977,1.22474,2
89137,Backlight,2010,2.00628,8
89145,William Vincent (Shadows and Lies),2010,2.34035,4
89147,Legends of the Canyon,2009,3.4641,2
89162,Phil Ochs: There But for Fortune,2010,3.18933,11
89164,Good Neighbours (a.k.a. Good Neighbors),2010,2.92936,26
89190,Conan the Barbarian,2011,2.35632,530
89192,Dead Awake,2010,2.66018,6
89194,Prom,2011,2.62056,56
89203,Magic Trip,2011,2.81735,26
89206,Stay Cool,2009,2.00353,17
89208,Walled In,2009,2.19468,27
89213,Fierce Light: When Spirit Meets Action,2008,3.3247,3
89215,Strongman,2009,3.30193,3
89217,Waiting for Forever,2010,2.66143,42
89230,Tooth & Nail,2007,1.83414,16
89244,Face (Visage),2009,2.77586,12
89246,Orderers (Les ordres),1974,3.87513,7
89260,Project Nim,2011,3.41639,160
89268,Escape,1940,3.24037,4
89270,Love Crimes of Kabul,2011,3,1
89281,Birdemic: Shock and Terror,2010,1.01363,115
89285,Keep Walking (Camminacammina),1983,3.96863,2
89300,Win/win,2010,3.09647,10
89302,Page Eight,2011,3.36111,117
89313,Time to Die (Tiempo de morir),1966,3.37977,5
89315,Dying at Grace,2003,3.10913,11
89323,Richard III,1912,3.24037,2
89325,Burning Secret,1988,2.73556,4
89327,Love Ranch,2010,2.38976,10
89329,Payment Deferred,1932,3.08007,4
89341,Night Ambush (Ill Met by Moonlight),1957,2.55085,5
89343,Red State,2011,3.00324,505
89351,Wooden Crosses (Les croix de bois),1932,3.24889,6
89356,Chinese Take-Out (Chinese Take-Away) (Un cuento chino),2011,3.65816,139
89367,Restraint,2008,3.10493,21
89371,Raging Phoenix (Deu suay doo),2009,3.12629,24
89373,Ceremony,2011,2.56562,17
89375,Sympathy for Delicious,2011,2.04124,7
89377,Wrecked,2010,2.58116,52
89386,Pearl Jam Twenty,2011,3.3754,93
89388,I Don't Know How She Does It,2011,2.34535,144
89393,Two Cents Worth of Hope (Due soldi di speranza),1952,3.24037,4
89398,Commandos Strike at Dawn,1942,2.27951,4
89403,The Little Kidnappers,1953,3.74444,3
89406,That Lady in Ermine,1948,2.59625,3
89408,April Love,1957,2.69432,10
89425,Red Meadows (De røde enge),1945,2.62074,3
89427,Shark Night 3D,2011,1.84452,67
89449,Beautiful Lies (De vrais mensonges) (Full Treatment),2010,2.92829,31
89470,Contagion,2011,3.33053,2393
89472,We Have a Pope (Habemus Papam),2011,3.02075,92
89474,Our Very Own,1950,3.5,1
89476,Frenchman's Creek,1944,2.73861,2
89478,Vigilante,1983,2.2414,12
89480,Sleeping Beauty,2011,2.67254,277
89482,Portrait of Maria (María Candelaria (Xochimilco)),1944,2.00195,5
89490,Straw Dogs,2011,2.77017,141
89492,Moneyball,2011,3.75369,6570
89501,William S. Burroughs: A Man Within,2010,3.46887,17
89516,Felicity,1980,2.52812,9
89519,Please Believe Me,1950,3,1
89527,Higher and Higher,1943,2.5,1
89539,Cedar Boys,2009,
89542,Bloom,2003,2.5,1
89549,A Via Láctea,2007,3.4641,2
89551,Magnificent Warriors (Zhong hua zhan shi),1987,3.3247,3
89554,Zindagi Na Milegi Dobara,2011,3.66923,145
89570,Restless,2011,3.21919,119
89580,Neds,2010,3.10497,48
89582,Cold Fish (Tsumetai nettaigyo),2010,3.19594,100
89584,Skeletons,2010,3.51573,21
89588,Follow Me Quietly,1949,2.81168,11
89590,Scott Walker: 30 Century Man,2006,3.4612,22
89592,Four Nights of a Dreamer (Quatre nuits d'un rêveur),1971,3.78235,13
89598,God's Comedy (A Comédia de Deus),1995,3.56425,10
89607,Nightmare,1964,2.47431,13
89610,Taxi zum Klo,1980,2.73809,13
89613,I Am (Jestem),2005,2.16159,7
89616,My Little Business (Ma petite entreprise),1999,3.13692,5
89618,Sachs' Disease (La maladie de Sachs),1999,3.4641,2
89629,Point Blank (À bout portant),2010,3.37425,138
89632,Masti,2004,2.34142,14
89638,Nothing Personal,2009,3.39302,46
89650,Ironclad,2011,2.85858,167
89658,Green Fire,1954,2.57184,4
89664,Photos in the City of Sylvia (Unas fotos en la ciudad de Sylvia),2007,3.74166,2
89668,Pathetic Fallacy (Ajantrik),1958,3.74166,2
89670,No Man of Her Own,1932,2.92785,8
89674,Zombie Island Massacre,1984,1.25103,8
89678,Northanger Abbey,2007,3.54489,190
89701,Floods of Fear,1959,1.32288,2
89705,Film ist a Girl & a Gun,2009,3.61881,4
89707,In Vanda's Room (No Quarto da Vanda),2000,3.03962,13
89714,Black Butterflies,2011,3.13129,9
89718,Sweet Karma,2009,2.55408,10
89720,Bereavement,2010,2.18714,28
89728,Men Without Wings (Muzi bez krídel),1946,3.5,1
89732,Bulldog Drummond Escapes,1937,2.83226,5
89747,Taxi!,1932,2.17794,8
89753,Tinker Tailor Soldier Spy,2011,3.47849,2268
89763,Man's Castle,1933,3.27381,9
89767,My Name Is Julia Ross,1945,3.19583,20
89772,Lowly City (Neecha Nagar),1946,3.5,1
89774,Warrior,2011,3.75326,3047
89778,Littlerock,2010,3.42419,8
89797,Eva (a.k.a. Eve),1962,2.54412,9
89800,You're Telling Me!,1934,3.0219,5
89802,Mother Wore Tights,1947,3.60337,5
89819,Punk in London,1977,2.73861,2
89833,Bad Girl,1931,2.73861,2
89837,Kill List,2011,3.12761,337
89840,Killer Elite,2011,3.00207,661
89846,Bobby Fischer Against the World,2011,3.58353,121
89848,Badmaash Company,2010,2.55398,18
89862,Bellflower,2011,2.66038,86
89864,50/50,2011,3.60126,4837
89872,Warrior of the Lost World,1983,1.30986,19
89877,Main Street,2010,1.79747,11
89881,Superman and the Mole-Men,1951,2.15344,23
89883,Rat Pfink a Boo Boo,1966,3,1
89898,Generation P,2011,3.31808,111
89900,Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da),2011,3.46054,221
89904,The Artist,2011,3.56038,2738
89908,Someone I Loved (Je l'aimais),2009,3.33859,8
89912,Whity,1971,3.32573,7
89924,I Want Candy,2007,2.53708,20
89926,At Any Second (In jeder Sekunde),2008,3.5,1
89930,Superheroes,2011,2.95426,19
89936,Corruption,1968,2.36671,8
89939,Gigi,1949,2.61027,18
89941,Ornamental Hairpin (Kanzashi),1941,2.49288,6
89945,BlinkyTM,2011,2.76817,64
89961,Play,2011,3.23727,45
89965,Song of the Exile (Ke tu qiu hen),1990,3.21696,5
89977,Don't Change Your Husband,1919,2.46215,4
89983,Robot,2010,2.99626,42
89988,Animal Love (Tierische Liebe),1996,2.9263,7
89994,Rabbit à la Berlin (Królik po berlinsku),2009,3.41325,12
89997,Circumstance,2011,3.17609,42
89999,The Beast Kills in Cold Blood,1971,2.50332,6
90007,Ghost from the Machine,2010,2.46621,3
90009,Reykjavik-Rotterdam,2008,3.14759,19
90011,Wrestling (Bræðrabylta),2007,2.79083,6
90015,White of the Eye,1987,2.79777,19
90017,The Boss,1973,2.98389,15
90019,Green Chair (Noksaek uija),2005,2.75892,3
90021,I'm Gonna Explode (a.k.a. I'm Going to Explode) (Voy a explotar),2008,3.13152,7
90049,Five Dedicated to Ozu,2003,3.27986,11
90057,Take Shelter,2011,3.55053,1113
90059,Genealogies of a Crime (Généalogies d'un crime),1997,3.25315,4
90064,That Day (Ce jour-là),2003,2.89944,7
90066,Road to Nowhere,2010,2.58028,23
90068,Zaat,1971,1.55185,5
90104,ABC Africa,2001,2.65054,11
90106,Pigskin Parade,1936,2.72004,6
90108,Songwriter,1984,2.59284,5
90112,First Love,1939,2.27458,7
90114,I Dream Too Much,1935,1,2
90127,No Rest for the Wicked,2011,2.94442,13
90167,Small Town Girl,1953,2.89258,5
90170,Monsieur Vincent,1947,3.97378,6
90203,Tony Arzenta (No Way Out) (Big Guns),1973,3.2031,6
90208,Brothers at War,2009,2.65228,5
90211,Salaam Cinema,1995,3.12041,14
90237,Examined Life,2008,3.22764,31
90239,Wadd: The Life & Times of John C. Holmes,1999,3.12913,5
90241,Don't Deliver Us from Evil (Mais ne nous délivrez pas du mal),1971,2.96079,20
90243,Three Outlaw Samurai (Sanbiki no samurai),1964,3.33103,39
90245,Antonio Gaudí,1985,3.46011,16
90247,Slumming,2006,2.417,10
90249,Real Steel,2011,3.06828,2667
90252,Devil Times Five (a.k.a. Peopletoys),1974,2.72407,5
90264,Pinocchio,1976,2.93566,23
90266,Buck,2011,3.58668,111
90268,Hell,2011,2.94579,67
90270,Exit,2006,2.5158,7
90279,Clara and Me (Clara et moi),2004,2.28943,3
90281,My Joy (Schastye moe),2010,2.70829,21
90292,Sokkotanssi,1999,2.64575,4
90308,Snow (Snijeg),2008,2.95804,2
90310,Father of Invention,2010,2.88551,54
90312,Quiet Flows the Don (Tikhiy Don),1957,3.67229,8
90314,No Exit (Huis clos),1954,3.5,2
90319,At Sea,2007,3.47304,8
90321,House by the River,1950,3.13976,17
90341,Catching Hell,2011,4.00657,41
90343,Footloose,2011,2.91806,289
90350,Lemmy,2010,3.38384,64
90353,Beautiful Boy,2010,2.91579,36
90357,Tyrannosaur,2011,3.60466,231
90359,Männerherzen... und die ganz ganz große Liebe,2011,3.06564,12
90374,Martha Marcy May Marlene,2011,3.40682,575
90376,We Need to Talk About Kevin,2011,3.52904,1669
90378,Tabloid,2010,3.45766,128
90405,In Time,2011,3.25036,5226
90413,Oranges and Sunshine,2010,3.43066,35
90421,Brighton Rock,2010,2.62983,41
90426,Burning Palms,2010,2.38353,16
90428,Margaret,2011,3.3615,140
90430,Carnage,2011,3.45574,1238
90434,Assassination Games,2011,2.78787,76
90439,Margin Call,2011,3.59641,1563
90458,God's Little Acre,1958,2.72004,6
90460,2019: After the Fall of New York,1983,2.21781,23
90466,Out California Way,1946,2.5,1
90469,Paranormal Activity 3,2011,2.50439,646
90471,Puncture,2011,3.29534,119
90474,Polisse,2011,3.63261,117
90478,Year of the Carnivore,2010,2.49224,8
90497,Bertsolari,2011,3.5,1
90514,Blondie Knows Best,1946,3,1
90522,Johnny English Reborn,2011,2.86658,1072
90524,Abduction,2011,2.47532,369
90526,Beginning of the Great Revival (a.k.a. The Founding of a Party),2011,0.782542,4
90528,This Must Be the Place,2011,3.21871,252
90531,Shame,2011,3.47418,1547
90535,Werewolf Woman (La lupa mannara),1976,2.77776,6
90543,11 x 14,1977,3.21413,6
90547,One to Another (Chacun sa nuit),2006,2.41127,10
90549,American Son,2008,2.76161,7
90556,Directed by John Ford,1971,3.63217,11
90559,TV Junkie,2006,3.45403,8
90570,Ballad of the Little Soldier (Ballade vom kleinen Soldaten),1984,3.59905,10
90574,Nora's Will (Cinco días sin Nora),2008,3.55926,12
90576,What's Your Number?,2011,2.97533,572
90578,Dream House,2011,2.93904,271
90592,How to Die in Oregon,2011,3.93128,59
90596,Queen of Blood,1966,1.80738,7
90598,Radioactive Dreams,1985,2.44738,9
90600,Headhunters (Hodejegerne),2011,3.68748,1214
90609,Camouflage (Barwy ochronne),1977,3.7924,11
90620,Mulan,2009,3.10781,110
90622,Campus Radio,2011,2,1
90624,Machine Gun Preacher,2011,3.12669,199
90630,Miss Representation,2011,3.16289,77
90632,Answer This!,2010,2.50903,11
90645,Anonymous,2011,3.12653,237
90647,Puss in Boots,2011,2.95339,1723
90649,Mr. Nice,2010,2.80224,34
90651,Hella W,2011,2.4102,10
90666,Crashing,2007,2.42127,8
90671,End of the Game (Der Richter und sein Henker),1975,2.86633,4
90673,Gone to Earth,1950,2.54573,4
90690,Colorado Avenue,2007,3.4641,2
90697,Doc,1971,2.96263,10
90700,Al Franken: God Spoke,2006,1.53477,9
90702,Bone,1972,2.58124,10
90704,Hamlet,1969,2.39337,4
90717,Tower Heist,2011,2.83615,1096
90719,J. Edgar,2011,2.9479,698
90730,Sometimes They Come Back,1991,2.21774,41
90741,Cherry Crush,2007,2.00558,9
90744,WUSA,1970,2.43802,6
90748,Operation Mad Ball,1957,2.73709,8
90753,Undertow (Contracorriente),2009,3.47872,23
90769,Starsuckers,2009,3.30505,10
90775,Flicker,2009,4,1
90777,White on Rice,2009,1.07722,3
90809,Tomboy,2011,3.63125,195
90811,Glasses (Megane),2007,2.92191,10
90813,See How They Fall (Regarde les hommes tomber),1994,3.40366,7
90815,Actresses (Actrices),2007,2.69178,4
90817,Cobra Woman,1944,2.55971,7
90821,Capricious Summer (Rozmarné léto),1968,2.88738,16
90823,Bandwagon,1996,3.32686,4
90825,Flower & Garnet,2002,2.79672,3
90827,Loft (Rofuto),2005,2.81729,10
90843,Lavatory Lovestory (Ubornaya istoriya - lyubovnaya istoriya),2007,3.47005,21
90849,Woman Obsessed,1959,1.5,1
90863,George Harrison: Living in the Material World,2011,3.51971,153
90866,Hugo,2011,3.36052,4218
90868,Higher Ground,2011,3.08506,38
90870,Trespass,2011,2.30372,179
90873,Savage Streets,1984,2.60757,24
90878,Street Scene,1931,3.37424,9
90886,Election Day,2007,3,4
90888,Immortals,2011,2.61571,811
90890,Jack and Jill,2011,1.25977,504
90895,Take Out,2004,3.05907,10
90897,Chesty: A Tribute to a Legend,1976,4.24264,2
90903,Mahjong (Ma jiang),1996,3.13876,7
90907,Eerie Tales (Unheimliche Geschichten),1919,2.78713,6
90929,House of Tolerance,2011,3.11677,56
90931,Beats Being Dead (Dreileben - Etwas Besseres als den Tod),2011,3.35585,8
90935,Killer (Tueur à gages),1998,3.47603,3
90937,My Mother and Her Guest (Sarangbang sonnimgwa eomeoni),1961,3.82586,3
90939,11-11-11 (11-11-11: The Prophecy),2011,1.95898,53
90943,Into the Abyss,2011,3.44401,242
90949,Paper Soldier (Bumazhnyy soldat),2008,2.95286,10
90953,Whatever Lola Wants,2007,3.47125,5
90958,Daffy Duck's Movie: Fantastic Island,1983,2.7147,17
90960,Westward Ho,1935,2.73861,2
90965,Sasha (Sascha),2010,3.24037,4
91007,I Want to Be a Soldier,2011,4.22734,5
91010,Another Happy Day,2011,2.83622,20
91014,Shaolin (Xin shao lin si),2011,3.23122,87
91026,Fright,1972,2.66727,5
91031,Wichita,1955,2.98906,11
91035,Wuthering Heights,2011,2.88133,77
91037,From Beyond the Grave (Creatures),1974,2.83217,24
91044,LennoNYC,2010,3.46149,10
91048,Cherry,2010,3.00066,33
91054,Batman,1943,2.38763,22
91056,Batman and Robin,1949,2.39354,24
91058,Make Like a Thief (Juokse kuin varas),1964,3,2
91065,Bluebeard (Landru),1963,2.52269,4
91067,Spy(ies) (Espion(s)),2009,2.8198,7
91073,Million Dollar Legs,1932,2.87269,10
91079,Like Crazy,2011,3.21352,417
91106,Circle of Deceit (Die Fälschung),1981,3.30975,4
91108,Figures in a Landscape,1970,2.76546,11
91110,Barocco,1976,2.97196,3
91112,Blown Away,1993,2.61856,11
91126,War Horse,2011,3.16971,839
91134,My Week with Marilyn,2011,3.22919,464
91137,Stanley and Livingstone,1939,2.73299,12
91161,Strange Affair,1944,
91163,Moonlight and Cactus,1944,3,1
91169,Easier with Practice,2009,3.2968,15
91179,I Was an Adventuress,1940,3,2
91181,Safe in Hell,1931,2.82691,12
91187,Millhaven,2010,3.65931,3
91189,Three Days (Tres días),2008,2.12618,16
91191,À l'aventure,2008,2.62104,16
91199,Weekend,2011,3.43223,287
91208,Silvestre,1982,3.97906,3
91211,Echoes of the Rainbow (Sui yuet san tau),2010,3.9455,7
91213,Beijing Taxi,2010,1.73205,2
91218,Hollywood Party,1934,2.73861,2
91227,Cyclomania,2001,2.81253,14
91229,Enon opetukset,2011,3.5,2
91241,Singham,2011,2.97886,71
91243,Shanghai,2010,2.78647,18
91246,Milky Way (Tejút),2007,3.27222,5
91250,Chandni Chowk to China,2009,1.86673,29
91253,Stage Struck,1936,2.44949,2
91256,Faat Kiné,2001,3.40366,7
91261,Hipsters (Stilyagi),2008,3.13051,75
91266,Another Cinderella Story,2008,3.10526,187
91271,Miracle at Oxford (True Blue),1996,2.73861,2
91273,Bunraku,2010,2.88746,132
91290,Sarah's Key (Elle s'appelait Sarah),2010,3.42291,102
91298,Bigga Than Ben,2008,2.27116,9
91304,Xtro,1983,2.93062,49
91306,Waiting for Happiness (Heremakono),2002,3.45974,6
91309,Applause (Applaus),2009,3.04931,6
91325,Extremely Loud and Incredibly Close,2011,3.2338,595
91331,Terror on a Train (Time Bomb),1953,2.3811,3
91333,Hanussen,1988,2.24177,8
91337,Play the Game,2009,3.45841,13
91351,Asterix and the Big Fight (Astérix et le coup du menhir),1989,3.14991,66
91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens),1994,2.8762,72
91355,Asterix and the Vikings (Astérix et les Vikings),2006,2.85209,99
91360,Sing Your Song,2011,2.79034,8
91362,Rings on Her Fingers,1942,3.14635,4
91371,Rampart,2011,2.76263,136
91386,Happy Feet Two,2011,2.36377,260
91388,Angel,1982,2.00838,6
91391,HealtH,1980,2.80936,5
91393,L'amore,1948,3.00308,8
91395,That Cold Day in the Park,1969,2.64722,8
91414,Arthur Christmas,2011,3.29265,439
91416,Miss Bala,2011,3.00635,60
91419,Wind Across the Everglades,1958,2.69539,7
91421,Red Line 7000,1965,2.78896,7
91423,99 and 44/100% Dead,1974,2.89255,9
91444,Getting to Know You,1999,3.41995,3
91446,Run for Cover,1955,2.62135,7
91474,Flypaper,2011,2.88694,150
91483,Bullet to the Head,2012,2.49857,170
91492,Bathing Beauty,1944,2.67667,7
91494,What Price Glory,1926,3.65931,3
91500,The Hunger Games,2012,3.29953,13741
91503,Blind Justice (Hævnens nat),1916,2.50665,3
91505,Clone (Womb),2010,3.53085,118
91509,Fire of Conscience (For lung),2010,3.84132,12
91513,Intimate Lighting (Intimni osvetleni),1965,3.5805,8
91515,Sweeney Todd: The Demon Barber of Fleet Street,1936,3.05148,42
91531,Hovering Over the Water (À Flor do Mar),1986,3.94187,3
91533,Dacii,1967,3.62471,6
91540,I Melt with You,2011,2.80981,32
91542,Sherlock Holmes: A Game of Shadows,2011,3.56176,8792
91548,Life in a Day,2011,3.61974,156
91554,Evidence of Blood,1998,2.67222,11
91558,Flamenco (de Carlos Saura),1995,2.33195,7
91562,Judex,1916,3.47603,3
91564,Wild Animals (Yasaeng dongmul bohoguyeog),1997,3.1592,8
91566,Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki),1999,2.95155,5
91571,Coriolanus,2011,2.89451,202
91573,Americano,2011,1.49535,4
91582,Stagecoach,1966,3.48175,15
91586,Angelus,2000,3.20109,4
91591,Macon County Line,1974,2.78549,13
91593,Gitmek: My Marlon and Brando (Gitmek: Benim Marlon ve Brandom),2008,2.97895,4
91595,Prom Night in Mississippi,2009,3.56821,9
91597,This Is Not a Film (In film nist),2011,3.28663,61
91599,Carmen Comes Home (Karumen kokyo ni kaeru),1951,3.29777,6
91601,Outside Satan (Hors Satan),2011,2.86333,10
91605,Shit Year,2010,2.62976,6
91610,Toronto Stories,2008,3.03659,3
91612,Backstage,2005,1.87714,6
91615,Better Things,2008,3.53602,7
91622,Young Adult,2011,2.93161,761
91624,Mr Bones 2: Back from the Past,2008,2,1
91626,Faces in the Crowd,2011,2.78289,93
91628,New Year's Eve,2011,2.47536,372
91630,Mission: Impossible - Ghost Protocol,2011,3.46198,6323
91632,G.I. Joe: A Real American Hero (G.I. Joe: The MASS Device),1983,2.69259,15
91634,G.I. Joe: The Revenge of Cobra,1984,2.94713,18
91653,We Bought a Zoo,2011,3.18652,1280
91655,April in Paris,1952,2.84731,8
91662,Jim,2010,2.5,1
91664,Picture Me: A Model's Diary,2009,4.24264,2
91666,Last Holiday,1950,3.34711,13
91671,Alvin and the Chipmunks: Chipwrecked,2011,1.71582,175
91673,Albert Nobbs,2011,3.01107,166
91683,Metrobranding,2010,1.44225,3
91688,Salvation Boulevard,2011,2.37194,19
91690,Friends with Kids,2011,2.92219,257
91694,Intruders,2011,2.55758,74
91697,Pitfall,1948,3.07068,19
91707,In the Land of Blood and Honey,2011,2.82764,37
91709,Kongo,1932,3.01638,9
91711,Shockproof,1949,3.29071,5
91713,Boy Meets Girl,1938,3.15818,3
91715,Model Shop,1969,3.18503,17
91718,Broken Lullaby,1932,2.21508,6
91729,Texas,1941,2.97895,4
91741,Peas at 5:30 (Erbsen auf halb 6),2004,4.1611,7
91743,Today's Special,2009,3.39717,66
91745,Brutal Beauty: Tales of the Rose City Rollers,2010,3.5,1
91747,G.I. Joe: Operation Dragonfire,1989,1.60054,4
91749,Sophie's Revenge (Fei chang wan mei),2009,3.1481,8
91755,Reagan,2011,3.3191,18
91766,Machine Gun McCain (Gli intoccabili),1969,2.77275,7
91770,Private Hell 36,1954,2.82079,10
91784,Girl Walks Into a Bar,2011,3.13939,25
91786,Professor Layton and the Eternal Diva (Eiga Reiton-kyôju to eien no utahime),2009,2.89874,15
91789,Bringing Up Bobby,2011,2.62074,3
91799,Skyscraper Souls,1932,2.91369,5
91805,Ladies vs. Ricky Bahl,2011,3.29827,18
91808,Pariah,2011,3.19664,88
91823,Kung Fu Panda Holiday Special,2010,2.55785,68
91826,Tanner Hall,2009,2.56106,33
91829,Newlyweds,2011,3.16829,13
91834,Born to Race,2011,2.74585,12
91840,Roadie,2011,3.00792,20
91842,Contraband,2012,3.08695,618
91844,Chak De India!,2007,3.51856,139
91854,Mantrap,1926,2.69367,7
91862,Local Color,1977,3.49971,5
91866,Beneath the Darkness,2011,2.00008,29
91869,Being Elmo: A Puppeteer's Journey,2011,3.37479,200
91871,Idol of the Crowds,1937,3,1
91873,Joyful Noise,2012,2.21006,54
91880,My Best Enemy (Mi mejor enemigo),2005,3.68177,4
91882,To Die Like a Man (Morrer Como Um Homem),2009,3.14622,11
91886,Dolphin Tale,2011,2.99568,134
91888,Chico & Rita,2010,3.28798,74
91894,Happy Tears,2009,2.39809,8
91902,Elena,2011,3.53141,135
91906,Aurora,2010,2.64041,8
91908,Psyhi vathia (a.k.a. Deep Soul),2009,3.15982,10
91914,Mad Bastards,2010,3.03659,3
91919,Mr. Bug Goes to Town,1941,2.60991,11
91929,Nostalgia for the Light (Nostalgia de la luz),2010,3.45619,48
91931,Surrogate Valentine,2011,3,1
91933,Top Floor Left Wing (Dernier étage gauche gauche),2010,3.61521,3
91935,Albatross,2011,3.20367,30
91937,Loosies,2012,2.83044,20
91954,One Trick Pony,1980,2.86743,13
91957,Cat Run,2011,2.79964,19
91970,The Man Next Door,2009,3.81956,19
91974,Underworld: Awakening,2012,3.01131,1594
91978,Man on a Ledge,2012,3.16814,842
91981,Sacrifice (Zhao shi gu er),2010,3.22203,10
91991,First Family,1980,2.04947,7
91993,All Night Long,1962,2.94283,4
91995,Gorilla at Large,1954,1.41262,5
92001,Time Without Pity,1957,3.11145,11
92004,Chill Out! (Descongélate!),2003,3,1
92006,White Irish Drinkers,2010,3.48677,11
92008,Haywire,2011,2.79526,528
92010,Case départ,2011,2.94214,10
92025,My Man and I,1952,2.73861,2
92027,Secrets,1933,2.75078,5
92029,Westbound,1959,3.11787,4
92046,Contact High,2009,2.53967,10
92062,Dad Savage,1998,2.95804,2
92064,You and Me,1938,3.3762,8
92083,Zen,2009,2.74643,14
92085,King of Beggars (Mo jong yuen So Hat-Yi),1992,3.20939,11
92094,Einstein and Eddington,2008,3.48757,55
92096,14 Blades (Jin yi wei),2010,2.92051,33
92104,40 Pounds of Trouble,1962,3.40366,7
92106,My Future Boyfriend,2011,2.35493,18
92120,Good Bye (Bé omid é didar),2011,3.35887,7
92124,Images of the World and the Inscription of War (Bilder der Welt und Inschrift des Krieges),1989,3.88234,5
92126,Policeman (Ha-shoter),2011,2.52891,7
92128,Disorder,2009,3.43737,7
92130,Red Psalm (Még kér a nép),1972,3.00787,11
92132,Regeneration,1915,3.18826,10
92136,We Won't Grow Old Together (Nous ne vieillirons pas ensemble),1972,3.57954,14
92154,Faust,2011,2.94974,35
92156,Post Mortem,2010,2.75029,16
92159,Decasia: The State of Decay,2002,3.78235,12
92161,Viva,2007,2.79083,6
92163,Fados,2007,3.15165,6
92165,Go Get Some Rosemary (Daddy Longlegs),2009,3.38555,11
92167,Praise,1998,3.47603,3
92169,Stanley Kubrick's Boxes,2008,3.38133,21
92172,Street Mobster (a.k.a. Modern Yakuza: Outlaw Killer) (Gendai yakuza: hito-kiri yota),1972,3.29312,7
92174,Alexandria... Why? (Iskanderija... lih?),1979,2.9798,9
92178,Can Go Through Skin (Kan door huid heen),2009,3.08007,4
92180,Morgen,2010,2.67829,5
92184,Christmas Evil (a.k.a. You Better Watch Out),1980,1.76509,25
92186,Three Wise Men (Kolme viisasta miestä),2008,3.10327,12
92188,Call Her Savage,1932,2.80646,9
92192,Apollo 18,2011,2.49408,362
92196,Crazy Horse,2011,2.63667,6
92198,Seeking Justice,2011,2.83777,172
92222,Broken Trail,2006,3.65989,24
92234,Red Tails,2012,2.514,143
92240,Kagi (Odd Obsession),1959,3.1908,5
92245,Enthusiasm (Entuziazm: Simfoniya Donbassa),1931,1.80738,7
92252,Thunder Soul,2010,3.69759,7
92257,Vlad,2003,1.06991,6
92259,Intouchables,2011,3.95498,12745
92262,Declaration of War (La Guerre est Déclarée),2011,3.06794,31
92264,One for the Money,2012,2.60598,240
92268,Queen of the Amazons,1947,1.65096,3
92270,Becoming Chaz,2011,2.82823,11
92307,W.E.,2011,2.55074,38
92314,Varasto,2011,2.90726,23
92321,Nancy Goes to Rio,1950,3.55689,3
92325,Dog Tags,2008,2.76546,11
92335,Big Miracle,2012,3.09509,95
92348,Puss in Boots (Nagagutsu o haita neko),1969,2.7244,9
92352,Reel Injun,2009,3.61734,37
92357,Cameraman: The Life and Work of Jack Cardiff,2010,2.86918,20
92371,Yolki,2010,2.71719,49
92374,Yolki 2,2011,2.93363,35
92380,Jenny,1936,2.73861,2
92389,State Fair,1933,2.47383,7
92391,Grave Encounters,2011,2.97544,296
