movieid,tagid,score
3160,611,0.90575
3160,641,0.8574999999999999
3160,652,0.7542500000000001
3160,679,0.984
3160,715,0.73425
3160,791,0.8407500000000001
3160,816,0.20550000000000002
3160,835,0.177
3160,844,0.90825
3160,982,0.7629999999999999
3160,986,0.554
3160,1008,0.8607499999999999
3160,1032,0.688
3160,1091,0.93675
3161,259,0.9704999999999999
3163,10,0.514
3163,134,0.32775
3163,354,0.63375
3163,686,0.766
3163,740,0.71125
3165,813,0.46825000000000006
3166,114,0.85775
3168,26,0.49675
3168,215,0.66425
3168,276,0.602
3168,305,0.4185
3168,330,0.686
3168,331,0.9457500000000001
3168,410,0.92025
3168,475,0.55625
3168,529,0.30500000000000005
3168,540,0.879
3168,628,0.9484999999999999
3168,672,0.82925
3168,682,0.42774999999999996
3168,684,0.46699999999999997
3168,721,0.54875
3168,829,0.55675
3168,845,0.831
3168,854,0.956
3168,855,0.9395
3168,905,0.4125
3168,936,0.942
3168,968,0.8487499999999999
3168,1063,0.1235
3169,134,0.33599999999999997
3169,897,0.9844999999999999
3169,960,0.873
3171,28,0.9550000000000001
3171,478,0.53175
3171,905,0.63775
3171,931,0.91275
3172,359,0.877
3172,568,0.8627499999999999
3173,400,0.9857499999999999
3173,732,0.47375
3174,110,0.7549999999999999
3174,133,0.98525
3174,134,0.9177500000000001
3174,135,0.9855
3174,296,0.48024999999999995
3174,465,0.87175
3174,719,0.37
3174,807,0.22325
3174,1047,0.7625
3174,1054,0.45299999999999996
3175,43,0.98925
3175,45,0.9782500000000001
3175,230,0.9397500000000001
3175,388,0.5855
3175,417,0.6965
3175,770,0.95025
3175,877,0.8280000000000001
3175,887,0.98525
3175,894,0.10325000000000001
3175,942,0.9882500000000001
3175,943,0.9764999999999999
3175,958,0.9677500000000001
3175,964,0.78
3176,6,0.24425000000000002
3176,22,0.82325
3176,107,0.8009999999999999
3176,155,0.20950000000000002
3176,267,0.65225
3176,268,0.68775
3176,285,0.6585
3176,312,0.55
3176,412,0.49724999999999997
3176,425,0.39375000000000004
3176,458,0.33075
3176,465,0.9312499999999999
3176,518,0.574
3176,551,0.47475
3176,572,0.39575000000000005
3176,625,0.53575
3176,682,0.79925
3176,704,0.5755
3176,733,0.9319999999999999
3176,824,0.845
3176,897,0.79975
3176,903,0.77675
3176,999,0.7762500000000001
3177,612,0.67125
3177,813,0.5485
3177,850,0.6405
3177,919,0.1955
3178,110,0.9675
3178,134,0.86225
3178,159,0.8125
3178,364,0.7715000000000001
3178,548,0.8322499999999999
3178,796,0.708
3178,813,0.87175
3178,832,0.63375
3178,835,0.7887500000000001
3178,959,0.41600000000000004
3179,5,0.8605
3179,22,0.9864999999999999
3179,42,0.49224999999999997
3179,107,0.9942500000000001
3179,152,0.9532499999999999
3179,562,0.982
3179,805,0.92425
3180,159,0.71925
3180,959,0.9890000000000001
3181,109,0.80925
3181,732,0.77675
3181,866,0.8714999999999999
3181,912,0.9915
3181,1020,0.61475
3181,1091,0.93225
3182,813,0.533
3185,113,0.8907499999999999
3185,120,0.788
3185,212,0.9592499999999999
3185,576,0.66625
3185,614,0.92825
3185,791,0.72725
3185,936,0.8107500000000001
3185,1096,0.50175
3186,7,0.47350000000000003
3186,110,0.8194999999999999
3186,134,0.28674999999999995
3186,153,0.5045
3186,297,0.9117500000000001
3186,323,0.8905000000000001
3186,439,0.923
3186,452,0.905
3186,599,0.20975
3186,644,0.9177500000000001
3186,645,0.8812500000000001
3186,822,0.94075
3186,824,0.72175
3186,985,0.7165
3186,986,0.8140000000000001
3186,1047,0.877
3186,1124,0.43225
3188,106,0.9857499999999999
3188,959,0.851
3189,316,0.9884999999999999
3189,317,0.93875
3190,101,0.911
3190,363,0.262
3190,419,0.9297500000000001
3190,732,0.9997499999999999
3190,860,0.8420000000000001
3190,887,0.9962500000000001
3190,942,0.99275
3194,6,0.63675
3194,800,0.9624999999999999
3194,864,0.9697499999999999
3196,199,0.7617499999999999
3196,210,0.09250000000000003
3196,433,0.9384999999999999
3196,536,0.97325
3196,960,0.79125
3196,1126,0.97925
3197,12,0.42725
3197,239,0.065
3197,558,0.95425
3197,874,0.9917499999999999
3197,999,0.8572500000000001
3198,12,0.266
3198,107,0.962
3198,110,0.8505
3198,134,0.71375
3198,153,0.69825
3198,155,0.08975
3198,250,0.14300000000000002
3198,405,0.48975
3198,410,0.909
3198,548,0.6445
3198,585,0.8240000000000001
3198,684,0.26225
3198,733,0.44525000000000003
3198,813,0.964
3198,814,0.9977499999999999
3198,1034,0.748
3199,874,0.97325
3200,170,0.71525
3200,854,0.9079999999999999
3200,855,0.9292499999999999
3201,8,0.772
3201,249,0.479
3201,732,0.45125000000000004
3201,843,0.7902499999999999
3201,855,0.845
3202,1010,0.30725
3202,1104,0.9764999999999999
3203,86,0.597
3203,87,0.656
3203,88,0.68925
3203,148,0.8787499999999999
3203,807,0.4315
3203,999,0.96475
3203,1020,0.9924999999999999
3203,1025,0.9492499999999999
3204,107,0.9437500000000001
3204,222,0.9515
3205,86,0.87625
3205,140,0.9179999999999999
3205,212,0.907
3205,305,0.469
3205,460,0.9684999999999999
3205,1067,0.86175
3205,1112,0.9684999999999999
3206,29,0.50925
3206,393,0.7947500000000001
3207,29,0.709
3207,34,0.87175
3208,612,0.5565
3208,770,0.9955
3208,795,0.48850000000000005
3208,958,0.9990000000000001
3210,9,0.9537500000000001
3210,13,0.9470000000000001
3210,17,0.6685
3210,197,0.919
3210,215,0.7595000000000001
3210,235,0.9655
3210,305,0.3135
3210,354,0.47550000000000003
3210,412,0.7822499999999999
3210,414,0.62775
3210,503,0.986
3210,628,0.57
3210,732,0.5805
3210,862,0.92825
3210,863,0.2825
3210,905,0.9125000000000001
3210,925,0.8505
3210,1010,0.8200000000000001
3210,1013,0.99275
3210,1014,0.99675
3210,1086,0.98475
3211,87,0.96925
3211,262,0.8552500000000001
3213,23,0.59675
3213,49,0.915
3213,114,0.7677499999999999
3213,232,0.9012500000000001
3213,234,0.8755
3213,290,0.8859999999999999
3213,406,0.8015000000000001
3213,863,0.3175
3213,988,0.9810000000000001
3213,989,0.9684999999999999
3213,1082,0.99675
3214,12,0.674
3215,5,0.9652499999999999
3215,515,0.9635
3215,611,0.7905
3215,1121,0.9955
3216,86,0.30125
3216,229,0.11449999999999999
3216,487,0.704
3216,782,0.18575000000000003
3216,905,0.34025000000000005
3216,907,0.50875
3216,1067,0.9890000000000001
3217,514,0.97925
3217,674,0.63875
3218,107,0.42600000000000005
3218,145,0.21675
3218,249,0.22149999999999997
3218,312,0.8487499999999999
3218,351,0.6025
3218,425,0.84625
3218,493,0.65225
3218,518,0.83525
3218,522,0.654
3218,540,0.8867499999999999
3218,613,0.26549999999999996
3218,679,0.63775
3218,813,0.8182499999999999
3218,889,0.624
3218,909,0.66075
3218,1089,0.7635000000000001
3219,196,0.39649999999999996
3219,732,0.518
3219,874,0.9297500000000001
3219,999,0.9652499999999999
3219,1000,0.9590000000000001
3221,28,0.8594999999999999
3221,529,0.7355
3221,682,0.8547499999999999
3221,982,0.9677500000000001
3221,1091,0.95275
3222,12,0.258
3222,686,0.6275
3222,740,0.97325
3223,192,0.9199999999999999
3223,276,0.6445
3223,292,0.93625
3223,312,0.7989999999999999
3223,728,0.5355
3223,829,0.69875
3223,1008,0.8492500000000001
3223,1108,0.22499999999999998
3223,1114,0.36524999999999996
3224,46,0.9824999999999999
3224,76,0.9652499999999999
3224,107,0.48424999999999996
3224,140,0.8887499999999999
3224,298,0.89175
3224,360,0.74325
3224,402,0.9237500000000001
3224,611,0.70725
3224,625,0.39749999999999996
3224,779,0.8775
3224,823,0.86425
3224,824,0.478
3224,974,0.9032500000000001
3224,995,0.97525
3225,613,0.90375
3230,697,0.9955
3230,850,0.78175
3232,629,0.958
3232,1026,0.33675
3235,134,0.66025
3235,135,0.63075
3235,582,0.9139999999999999
3235,597,0.563
3235,1124,0.707
3238,144,0.393
3238,732,0.40225
3238,874,0.26349999999999996
3238,896,0.61775
3238,903,0.8287500000000001
3238,960,0.4125
3239,91,0.6075
3241,565,0.636
3241,935,0.9830000000000001
3243,503,0.9882500000000001
3243,612,0.5145
3244,865,0.9837499999999999
3245,140,0.9617500000000001
3245,237,0.43875
3245,273,0.68675
3245,795,0.139
3245,818,0.599
3245,843,0.35224999999999995
3245,996,0.5315
3246,12,0.2465
3246,81,0.585
3246,82,0.7862499999999999
3246,133,0.9897499999999999
3246,134,0.9105000000000001
3246,135,0.9824999999999999
3246,509,0.7885
3246,549,0.49175
3246,567,0.99325
3246,611,0.8507499999999999
3246,704,0.46225000000000005
3246,795,0.22475
3246,813,0.73925
3246,835,0.8214999999999999
3246,847,0.554
3246,1047,0.54625
3246,1054,0.44475
3247,412,0.60475
3247,682,0.35975
3247,684,0.88775
3247,686,0.859
3247,847,0.5255
3248,230,0.539
3248,239,0.48750000000000004
3248,503,0.735
3248,507,0.9497500000000001
3248,684,0.8732500000000001
3248,686,0.7887500000000001
3248,847,0.31225
3248,901,0.95225
3248,1010,0.68225
3249,682,0.718
3249,732,0.45925000000000005
3249,850,0.8632500000000001
3249,985,0.58875
3249,1025,0.9285000000000001
3250,92,0.14575
3250,110,0.99075
3250,180,0.8912500000000001
3250,260,0.9804999999999999
3250,302,0.60425
3250,548,0.8274999999999999
3250,673,0.349
3250,895,0.46199999999999997
3250,940,0.17625000000000002
3250,973,0.90425
3250,998,0.9824999999999999
3250,999,0.6305
3250,1047,0.9924999999999999
3251,109,0.683
3251,261,0.7635000000000001
3251,323,0.935
3251,645,0.48575
3251,689,0.54975
3251,821,0.94675
3251,847,0.9159999999999999
3252,86,0.33999999999999997
3252,113,0.47275
3252,144,0.9339999999999999
3252,147,0.35
3252,215,0.48075
3252,235,0.7862499999999999
3252,283,0.22199999999999998
3252,302,0.697
3252,306,0.8825000000000001
3252,323,0.93675
3252,412,0.86975
3252,439,0.386
3252,446,0.89225
3252,465,0.9504999999999999
3252,548,0.71
3252,651,0.31699999999999995
3252,705,0.712
3252,787,0.52775
3252,849,0.39025
3252,871,0.40974999999999995
3252,885,0.81925
3253,230,0.9715
3253,505,0.9219999999999999
3253,684,0.7515000000000001
3253,830,0.964
3253,862,0.9890000000000001
3253,919,0.8294999999999999
3253,1013,0.8047500000000001
3254,505,0.8167500000000001
3254,684,0.33175
3254,687,0.51925
3254,862,0.96825
3254,1014,0.38875000000000004
3254,1096,0.09599999999999997
3255,106,0.99475
3255,110,0.714
3255,155,0.11425000000000002
3255,198,0.22599999999999998
3255,323,0.897
3255,374,0.72275
3255,414,0.67775
3255,717,0.8779999999999999
3255,774,0.75475
3255,923,0.817
3255,959,0.9695
3255,1047,0.68725
3255,1098,0.89775
3255,1116,0.978
3255,1121,0.7942499999999999
3256,12,0.271
3256,22,0.9444999999999999
3256,81,0.9850000000000001
3256,82,0.9864999999999999
3256,99,0.249
3256,107,0.95225
3256,211,0.85825
3256,1020,0.9782500000000001
3256,1025,0.9239999999999999
3257,201,0.9045000000000001
3257,556,0.9915
3257,612,0.55675
3257,687,0.09825
3257,733,0.42074999999999996
3257,863,0.9597500000000001
3258,176,0.22549999999999998
3258,328,0.7549999999999999
3258,377,0.9192499999999999
3258,404,0.9095
3258,538,0.98875
3258,682,0.472
3258,991,0.718
3259,12,0.9944999999999999
3259,359,0.8062499999999999
3259,439,0.7985
3259,537,0.68175
3259,563,0.98475
3259,998,0.7285
3260,12,0.07900000000000001
3260,22,0.8107500000000001
3260,107,0.535
3260,120,0.45499999999999996
3260,155,0.1345
3260,259,0.9635
3260,508,0.23675000000000002
3260,606,0.92025
3260,864,0.57875
3261,196,0.46425000000000005
3261,354,0.599
3261,684,0.954
3261,846,0.9877499999999999
3262,86,0.71225
3262,212,0.5485
3262,270,0.74325
3262,300,0.29574999999999996
3262,325,0.8747499999999999
3262,331,0.59425
3262,351,0.942
3262,558,0.8082499999999999
3262,617,0.9970000000000001
3262,682,0.78325
3262,689,0.75
3262,732,0.35975
3262,810,0.56625
3262,819,0.36224999999999996
3262,897,0.56075
3262,908,0.6185
3262,931,0.7649999999999999
3262,974,0.9172499999999999
3262,991,0.51675
3262,995,0.98875
3262,999,0.54125
3262,1104,0.98475
3263,116,0.9025000000000001
3263,196,0.37124999999999997
3263,230,0.935
3263,412,0.7975000000000001
3263,414,0.51775
3263,417,0.45075
3263,421,0.72725
3263,612,0.9195
3263,732,0.44599999999999995
3263,959,0.9922500000000001
3264,177,0.71375
3264,197,0.9797499999999999
3264,215,0.22875
3264,230,0.7125
3264,286,0.25475000000000003
3264,381,0.617
3264,503,0.915
3264,1015,0.849
3264,1067,0.97525
3264,1069,0.9844999999999999
3265,19,0.9824999999999999
3265,73,0.88375
3265,331,0.49550000000000005
3265,369,0.8772500000000001
3265,481,0.9882500000000001
3265,482,0.9332499999999999
3265,520,0.9357500000000001
3265,631,0.79775
3265,762,0.43374999999999997
3265,981,0.94425
3265,1052,0.9962500000000001
3266,140,0.6365
3266,141,0.871
3266,169,0.9790000000000001
3266,265,0.488
3266,285,0.7875000000000001
3266,286,0.829
3266,289,0.98275
3266,373,0.9944999999999999
3266,659,0.83175
3266,674,0.22299999999999998
3266,682,0.835
3266,711,0.24675000000000002
3266,838,0.9477500000000001
3266,877,0.7915000000000001
3266,903,0.9864999999999999
3266,1084,0.9855
3267,97,0.25449999999999995
3267,268,0.78975
3267,276,0.44975
3267,305,0.39
3267,331,0.5215
3267,616,0.97
3267,656,0.8779999999999999
3267,741,0.6105
3267,1084,0.7842499999999999
3268,230,0.9315
3268,417,0.33925000000000005
3268,612,0.8625
3268,742,0.85825
3268,795,0.682
3269,38,0.4475
3270,201,0.9830000000000001
3270,239,0.57275
3270,392,0.97725
3270,479,0.493
3270,863,0.9652499999999999
3270,865,0.9884999999999999
3271,22,0.9870000000000001
3271,107,0.9777499999999999
3271,152,0.9655
3271,306,0.935
3271,323,0.9072499999999999
3271,871,0.6805
3272,106,0.060250000000000026
3272,249,0.26925
3272,253,0.9435
3272,258,0.7885
3272,282,0.42125
3272,296,0.41125
3272,300,0.25149999999999995
3272,312,0.8274999999999999
3272,319,0.8267500000000001
3272,328,0.881
3272,330,0.9675
3272,331,0.9495
3272,421,0.55875
3272,473,0.8567499999999999
3272,475,0.8527499999999999
3272,499,0.66125
3272,705,0.658
3272,732,0.40825
3272,792,0.7802500000000001
3272,795,0.40874999999999995
3272,796,0.5635
3272,819,0.55425
3272,838,0.94225
3272,844,0.9404999999999999
3272,847,0.4295
3272,1084,0.855
3272,1089,0.7609999999999999
3273,406,0.9795
3273,514,0.17025
3273,528,0.27949999999999997
3273,569,0.09875
3273,674,0.12974999999999998
3273,882,0.9410000000000001
3273,901,0.9027499999999999
3273,903,0.84425
3273,927,0.9890000000000001
3273,958,0.72025
3273,1013,0.875
3274,447,0.33075
3274,645,0.362
3274,863,0.16275
3274,905,0.64025
3274,999,0.9285000000000001
3274,1025,0.9384999999999999
3274,1084,0.7642500000000001
3275,19,0.95625
3275,93,0.62575
3275,157,0.95225
3275,167,0.96825
3275,258,0.8875
3275,268,0.9612499999999999
3275,275,0.913
3275,289,0.8360000000000001
3275,417,0.59075
3275,425,0.60025
3275,547,0.75475
3275,563,0.9510000000000001
3275,585,0.8935
3275,622,0.85225
3275,645,0.37549999999999994
3275,732,0.497
3275,741,0.9690000000000001
3275,795,0.55025
3275,796,0.65925
3275,828,0.66575
3275,847,0.42900000000000005
3275,903,0.64075
3275,919,0.31575
3275,982,0.8507499999999999
3275,1053,0.37775000000000003
3275,1070,0.94075
3275,1082,0.9884999999999999
3275,1083,0.99
3275,1104,0.677
3276,230,0.77325
3276,622,0.72525
3281,271,0.944
3281,517,0.7965
3281,518,0.45225000000000004
3281,828,0.521
3281,931,0.96275
3281,1047,0.6035
3283,540,0.96475
3283,771,0.46399999999999997
3284,377,0.812
3284,645,0.606
3284,822,0.9015
3285,29,0.77875
3285,331,0.31775
3285,368,0.531
3285,471,0.3235
3285,475,0.24675000000000002
3285,531,0.624
3285,553,0.45825000000000005
3285,568,0.8805000000000001
3285,600,0.44475
3285,628,0.9179999999999999
3285,732,0.31375
3285,863,0.32025000000000003
3285,914,0.49
3285,978,0.15150000000000002
3285,1042,0.49775
3285,1066,0.8067500000000001
3285,1091,0.8985000000000001
3287,1007,0.8759999999999999
3289,203,0.9252499999999999
3289,399,0.056999999999999995
3289,661,0.36050000000000004
3289,676,0.20024999999999998
3289,805,0.9790000000000001
3289,885,0.9512499999999999
3289,1010,0.9652499999999999
3289,1013,0.34524999999999995
3292,300,0.98075
3292,393,0.9670000000000001
3292,796,0.36
3294,97,0.18325000000000002
3295,1117,0.95875
3296,235,0.871
3296,503,0.8494999999999999
3296,832,0.64625
3296,885,0.96225
3296,1010,0.9544999999999999
3298,240,0.8082499999999999
3298,305,0.36824999999999997
3298,385,0.53825
3298,661,0.75525
3298,897,0.67575
3298,1024,0.77
3298,1054,0.38849999999999996
3299,57,0.08875
3299,196,0.27975000000000005
3299,486,0.07400000000000001
3300,43,0.9970000000000001
3300,45,0.9810000000000001
3300,67,0.704
3300,86,0.49150000000000005
3300,336,0.68125
3300,420,0.917
3300,807,0.4685
3300,887,0.994
3300,889,0.984
3300,942,0.97075
3300,973,0.8342499999999999
3300,998,0.8832500000000001
3300,999,0.7465
3301,81,0.887
3301,178,0.4065
3301,200,0.49050000000000005
3301,230,0.9824999999999999
3301,423,0.8985000000000001
3301,622,0.9175
3301,658,0.96925
3301,682,0.67625
3301,714,0.10375000000000001
3301,732,0.23125
3302,350,0.911
3302,540,0.8142499999999999
3304,258,0.96875
3304,328,0.897
3304,498,0.86225
3304,857,0.83575
3305,999,0.6585
3306,195,0.8712500000000001
3306,213,0.6805
3306,223,0.4645
3306,383,0.12025000000000002
3306,523,0.23025
3306,795,0.48275
3307,120,0.67375
3307,138,0.93025
3307,144,0.8865000000000001
3307,159,0.64625
3307,215,0.9472499999999999
3307,230,0.8767499999999999
3307,323,0.8912500000000001
3307,412,0.85375
3307,417,0.47724999999999995
3307,536,0.9877499999999999
3307,613,0.8214999999999999
3307,633,0.18625000000000003
3307,656,0.54575
3307,863,0.75
3307,871,0.44825000000000004
3307,926,0.6595
3307,982,0.63275
3307,986,0.588
3307,1003,0.7542500000000001
3307,1072,0.68975
3308,6,0.353
3308,7,0.3005
3308,235,0.9877499999999999
3309,284,0.10549999999999998
3309,316,0.9757499999999999
3309,317,0.9195
3309,795,0.43525
3309,857,0.14450000000000002
3309,916,0.6835
3310,140,0.8354999999999999
3310,301,0.12674999999999997
3310,536,0.97325
3310,744,0.3085
3310,805,0.79575
3310,918,0.9890000000000001
3310,926,0.68875
3310,986,0.477
3316,187,0.8740000000000001
3316,210,0.8167500000000001
3316,627,0.37549999999999994
3316,732,0.51475
3316,813,0.7845
3316,857,0.81175
3316,1095,0.30425
3317,22,0.9257500000000001
3317,28,0.79375
3317,107,0.8852500000000001
3317,154,0.81525
3317,185,0.25225
3317,227,0.51675
3317,235,0.84375
3317,266,0.7075
3317,316,0.546
3317,331,0.6835
3317,417,0.46924999999999994
3317,545,0.69325
3317,606,0.9359999999999999
3317,613,0.34475
3317,628,0.90425
3317,795,0.16775
3317,857,0.10225000000000001
3317,909,0.39525
3317,1123,0.9575
3317,1124,0.9012500000000001
3318,724,0.9252499999999999
3318,1096,0.45175
3319,540,0.9882500000000001
3319,629,0.3425
3320,147,0.09250000000000003
3320,838,0.249
3323,141,0.6375
3323,268,0.915
3323,300,0.36950000000000005
3323,498,0.57375
3323,613,0.17425000000000002
3323,787,0.7095
3323,863,0.32825000000000004
3323,985,0.68075
3323,1043,0.028000000000000025
3324,292,0.8307500000000001
3324,558,0.5735
3324,682,0.7215
3324,849,0.31200000000000006
3324,931,0.98075
3325,425,0.9644999999999999
3325,612,0.74275
3325,922,0.374
3326,43,0.996
3326,732,0.548
3327,253,0.93025
3328,81,0.9770000000000001
3328,136,0.28574999999999995
3328,152,0.41000000000000003
3328,154,0.73475
3328,199,0.09350000000000003
3328,291,0.806
3328,317,0.12475000000000003
3328,398,0.16825
3328,471,0.7715000000000001
3328,482,0.74525
3328,507,0.9272499999999999
3328,510,0.9884999999999999
3328,512,0.937
3328,622,0.974
3328,639,0.9179999999999999
3328,641,0.7785
3328,691,0.8242499999999999
3328,702,0.8382499999999999
3328,829,0.8385
3328,873,0.83775
3328,982,0.9717499999999999
3328,995,0.84575
3328,1019,0.02975
3328,1055,0.44325000000000003
3328,1058,0.09350000000000003
3328,1114,0.38675000000000004
3329,7,0.8075000000000001
3330,4,0.64425
3330,26,0.96925
3330,138,0.9464999999999999
3330,235,0.9155
3330,297,0.8087500000000001
3330,385,0.19924999999999998
3330,503,0.57775
3330,645,0.7365
3330,790,0.22875
3330,909,0.8660000000000001
3330,936,0.8382499999999999
3331,732,0.9590000000000001
3333,599,0.9212499999999999
3334,292,0.8452500000000001
3334,393,0.8725
3334,423,0.9844999999999999
3334,424,0.98275
3334,526,0.9830000000000001
3334,622,0.7869999999999999
3334,682,0.8180000000000001
3334,694,0.3395
3338,315,0.8892500000000001
3338,509,0.741
3338,667,0.8819999999999999
3338,942,0.9735
3338,945,0.9784999999999999
3339,155,0.07400000000000001
3339,433,0.9810000000000001
3339,509,0.766
3339,763,0.10449999999999998
3339,840,0.8327500000000001
3339,869,0.87025
3339,929,0.41574999999999995
3339,1072,0.63575
3339,1085,0.9225000000000001
3339,1121,0.9830000000000001
3340,620,0.9962500000000001
3341,6,0.79575
3341,215,0.91625
3342,323,0.9590000000000001
3342,732,0.40974999999999995
3342,824,0.8525
3342,1080,0.7982499999999999
3342,1096,0.927
3343,732,0.877
3344,177,0.8714999999999999
3344,312,0.675
3344,456,0.9882500000000001
3344,475,0.25275000000000003
3344,477,0.9855
3344,934,0.8147500000000001
3345,62,0.9850000000000001
3345,309,0.8740000000000001
3345,412,0.8105
3345,1109,0.8665
3347,38,0.09375
3347,40,0.9584999999999999
3347,107,0.9744999999999999
3347,625,0.36550000000000005
3347,872,0.38925
3347,883,0.8852500000000001
3347,888,0.6
3347,998,0.8134999999999999
3347,1047,0.72525
3347,1091,0.8787499999999999
3347,1109,0.9795
3350,17,0.51225
3350,109,0.94825
3350,140,0.679
3350,374,0.8875
3350,661,0.505
3350,805,0.81575
3350,835,0.8069999999999999
3350,847,0.6505
3351,177,0.78175
3351,456,0.98125
3351,522,0.9472499999999999
3351,934,0.37324999999999997
3354,43,0.978
3354,101,0.8995
3354,292,0.69875
3354,396,0.9735
3354,630,0.9975
3354,889,0.992
3354,945,0.9942500000000001
3355,86,0.506
3355,99,0.83125
3355,152,0.9199999999999999
3355,154,0.956
3355,274,0.44925000000000004
3355,285,0.684
3355,301,0.942
3355,302,0.53625
3355,689,0.8887499999999999
3355,704,0.39549999999999996
3355,732,0.33499999999999996
3355,733,0.8227500000000001
3355,971,0.6845
3358,35,0.9935
3358,52,0.37450000000000006
3358,292,0.91625
3358,436,1.0
3358,807,0.276
3358,863,0.5865
3358,1032,0.09499999999999997
3359,227,0.9557500000000001
3359,235,0.9922500000000001
3359,236,0.9670000000000001
3359,834,0.9430000000000001
3359,959,0.83525
3360,42,0.41574999999999995
3360,116,0.8892500000000001
3360,215,0.8285
3360,305,0.23125
3360,503,0.95825
3360,548,0.8872500000000001
3360,844,0.944
3360,931,0.9904999999999999
3360,959,0.9977499999999999
3361,106,0.99725
3361,303,0.21750000000000003
3361,732,0.29174999999999995
3361,905,0.48724999999999996
3361,959,0.97925
3362,8,0.8520000000000001
3362,39,0.2445
3362,86,0.7295
3362,93,0.28774999999999995
3362,105,0.9817499999999999
3362,110,0.95075
3362,141,0.61225
3362,268,0.96025
3362,286,0.5925
3362,292,0.66525
3362,425,0.58925
3362,453,0.26949999999999996
3362,498,0.95875
3362,525,0.8545
3362,536,0.95825
3362,553,0.9219999999999999
3362,704,0.8512500000000001
3362,705,0.7605
3362,795,0.859
3362,857,0.9452499999999999
3362,909,0.5255
3362,971,0.8360000000000001
3362,1020,0.9770000000000001
3362,1047,0.9179999999999999
3363,7,0.8580000000000001
3363,38,0.05625000000000002
3363,175,0.92675
3363,185,0.9437500000000001
3363,215,0.8547499999999999
3363,227,0.8454999999999999
3363,235,0.9757499999999999
3363,283,0.43425
3363,412,0.784
3363,422,0.8202499999999999
3363,471,0.8154999999999999
3363,613,0.2965
3363,616,0.31699999999999995
3363,710,0.6325
3363,716,0.8594999999999999
3363,795,0.16199999999999998
3363,836,0.8062499999999999
3363,857,0.10175000000000001
3363,862,0.95225
3363,885,0.67075
3363,1013,0.937
3364,86,0.6925
3364,319,0.9704999999999999
3364,393,0.9477500000000001
3364,498,0.994
3364,711,0.9857499999999999
3364,739,0.9417500000000001
3364,1020,0.9672499999999999
3365,86,0.48150000000000004
3365,212,0.91475
3365,298,0.8819999999999999
3365,475,0.57975
3365,536,0.97075
3365,690,0.50025
3365,809,0.7849999999999999
3365,818,0.1795
3365,835,0.7315
3365,844,0.84825
3365,845,0.664
3365,1070,0.88625
3365,1107,0.97325
3367,572,0.8859999999999999
3368,359,0.8835
3368,481,0.9917499999999999
3370,386,0.56025
3370,682,0.89375
3370,835,0.5815
3370,1022,0.645
3370,1084,0.7615000000000001
3371,611,0.81975
3372,1121,0.996
3374,374,0.72075
3374,540,0.83925
3374,568,0.7577499999999999
3374,838,0.20850000000000002
3374,928,0.9035
3375,107,0.72025
3375,186,0.575
3375,226,0.81125
3375,630,0.9902500000000001
3375,667,0.9285000000000001
3375,942,0.9984999999999999
3375,945,0.9995
3377,82,0.86775
3377,319,0.80525
3377,475,0.39675000000000005
3377,525,0.406
3377,696,0.9777499999999999
3377,739,0.8107500000000001
3377,1020,0.8859999999999999
3377,1089,0.354
3379,6,0.66575
3379,69,0.5105
3379,87,0.8727499999999999
3379,107,0.67875
3379,292,0.9059999999999999
3379,336,0.22799999999999998
3379,722,0.9065000000000001
3379,724,0.9882500000000001
3379,803,0.513
3379,983,0.73725
3379,985,0.65175
3379,1096,0.4115
3384,8,0.84125
3384,107,0.7595000000000001
3384,218,0.8872500000000001
3384,475,0.8532500000000001
3384,498,0.92425
3384,525,0.9252499999999999
3384,529,0.8207500000000001
3384,587,0.57425
3384,705,0.9417500000000001
3384,848,0.37350000000000005
3384,849,0.4675
3384,999,0.9597500000000001
3384,1020,0.9882500000000001
3384,1022,0.5575
3384,1025,0.9012500000000001
3384,1039,0.725
3384,1085,0.7605
3384,1089,0.7809999999999999
3385,160,0.8672500000000001
3385,211,0.22699999999999998
3385,226,0.59025
3385,237,0.10549999999999998
3385,421,0.76725
3385,816,0.20625
3386,82,0.9652499999999999
3386,155,0.122
3386,211,0.3165
3386,251,0.9955
3386,252,0.9904999999999999
3386,253,0.8467499999999999
3386,262,0.8795
3386,292,0.776
3386,302,0.627
3386,354,0.651
3386,370,0.9795
3386,465,0.78075
3386,508,0.925
3386,509,0.9492499999999999
3386,517,0.38225
3386,558,0.9424999999999999
3386,598,0.81925
3386,611,0.697
3386,703,0.8227500000000001
3386,800,0.9375
3386,811,0.9564999999999999
3386,1047,0.7905
3386,1080,0.364
3387,815,0.9192499999999999
3388,230,0.54075
3388,374,0.9650000000000001
3388,468,0.55375
3388,716,0.43325
3391,12,0.272
3391,597,0.65175
3391,704,0.8089999999999999
3391,894,0.8465
3392,313,0.48524999999999996
3392,850,0.74475
3394,96,0.3235
3394,175,0.8574999999999999
3394,597,0.7849999999999999
3395,682,0.733
3395,1023,0.75125
3396,12,0.34975
3396,29,0.7205
3396,215,0.6535
3396,230,0.48975
3396,406,0.6335
3396,417,0.384
3396,471,0.37925
3396,514,0.44099999999999995
3396,588,0.85575
3396,674,0.28774999999999995
3396,681,0.9884999999999999
3396,686,0.85175
3396,827,0.9065000000000001
3396,855,0.7987500000000001
3396,1007,0.66675
3397,204,0.8254999999999999
